Area,Sample_number,Survey_sampleID,Latitude,Longitude,Depth,Family,Species,MaxN,Habitat,Habitat2,Year,Sampling_period
DYER,5,5,-34.6954,19.3949,21.9,Scyliorhinidae,Haploblepharus edwardsii,2,Reef,Reef,2015,Autumn_2015
DYER,5,5,-34.6954,19.3949,21.9,Sparidae,Pachymetopon blochii,4,Reef,Reef,2015,Autumn_2015
DYER,5,5,-34.6954,19.3949,21.9,Scyliorhinidae,Poroderma africanum,2,Reef,Reef,2015,Autumn_2015
DYER,5,5,-34.6954,19.3949,21.9,Scyliorhinidae,Poroderma pantherinum,3,Reef,Reef,2015,Autumn_2015
DYER,5,5,-34.6954,19.3949,21.9,Sparidae,Pterogymnus laniarius,1,Reef,Reef,2015,Autumn_2015
DYER,5,5,-34.6954,19.3949,21.9,Sparidae,Sarpa salpa,10,Reef,Reef,2015,Autumn_2015
DYER,5,5,-34.6954,19.3949,21.9,Sparidae,Spondyliosoma emarginatum,7,Reef,Reef,2015,Autumn_2015
DYER,6,6,-34.69175,19.40804,13.4,Sparidae,Boopsoidea inornata,1,Kelp,Kelp,2015,Autumn_2015
DYER,6,6,-34.69175,19.40804,13.4,Cheilodactylidae,Cheilodactylus fasciatus,3,Kelp,Kelp,2015,Autumn_2015
DYER,6,6,-34.69175,19.40804,13.4,Clinidae,Clinus superciliosus,1,Kelp,Kelp,2015,Autumn_2015
DYER,6,6,-34.69175,19.40804,13.4,Myxinidae,Eptatretus hexatrema,2,Kelp,Kelp,2015,Autumn_2015
DYER,6,6,-34.69175,19.40804,13.4,Ariidae,Galeichthys ater,2,Kelp,Kelp,2015,Autumn_2015
DYER,6,6,-34.69175,19.40804,13.4,Scyliorhinidae,Haploblepharus pictus,1,Kelp,Kelp,2015,Autumn_2015
DYER,6,6,-34.69175,19.40804,13.4,Sparidae,Pachymetopon blochii,3,Kelp,Kelp,2015,Autumn_2015
DYER,6,6,-34.69175,19.40804,13.4,Scyliorhinidae,Poroderma africanum,4,Kelp,Kelp,2015,Autumn_2015
DYER,6,6,-34.69175,19.40804,13.4,Scyliorhinidae,Poroderma pantherinum ,1,Kelp,Kelp,2015,Autumn_2015
DYER,6,6,-34.69175,19.40804,13.4,Sparidae,Spondyliosoma emarginatum,6,Kelp,Kelp,2015,Autumn_2015
DYER,7,7,-34.69203,19.41544,22,Sparidae,Boopsoidea inornata,2,Reef,Barrens,2015,Autumn_2015
DYER,7,7,-34.69203,19.41544,22,Sparidae,Chrysoblephus gibbiceps,1,Reef,Barrens,2015,Autumn_2015
DYER,7,7,-34.69203,19.41544,22,Sparidae,Chrysoblephus laticeps,2,Reef,Barrens,2015,Autumn_2015
DYER,7,7,-34.69203,19.41544,22,Clinidae,Clinus superciliosus,1,Reef,Barrens,2015,Autumn_2015
DYER,7,7,-34.69203,19.41544,22,Myxinidae,Eptatretus hexatrema,1,Reef,Barrens,2015,Autumn_2015
DYER,7,7,-34.69203,19.41544,22,Ariidae,Galeichthys feliceps,6,Reef,Barrens,2015,Autumn_2015
DYER,7,7,-34.69203,19.41544,22,Sparidae,Gymnocrotaphus curvidens,1,Reef,Barrens,2015,Autumn_2015
DYER,7,7,-34.69203,19.41544,22,Scyliorhinidae,Haploblepharus pictus,2,Reef,Barrens,2015,Autumn_2015
DYER,7,7,-34.69203,19.41544,22,Triakidae,Mustelus mustelus,1,Reef,Barrens,2015,Autumn_2015
DYER,7,7,-34.69203,19.41544,22,Sparidae,Pachymetopon blochii,6,Reef,Barrens,2015,Autumn_2015
DYER,7,7,-34.69203,19.41544,22,Scyliorhinidae,Poroderma africanum,3,Reef,Barrens,2015,Autumn_2015
DYER,7,7,-34.69203,19.41544,22,Scyliorhinidae,Poroderma pantherinum,1,Reef,Barrens,2015,Autumn_2015
DYER,7,7,-34.69203,19.41544,22,Carangidae,Seriola lalandii,2,Reef,Barrens,2015,Autumn_2015
DYER,7,7,-34.69203,19.41544,22,Sparidae,Spondyliosoma emarginatum,6,Reef,Barrens,2015,Autumn_2015
DYER,8,8,-34.68826,19.41938,14,Cheilodactylidae,Cheilodactylus fasciatus,1,Reef,Barrens,2015,Autumn_2015
DYER,8,8,-34.68826,19.41938,14,Clinidae,Clinus superciliosus,2,Reef,Barrens,2015,Autumn_2015
DYER,8,8,-34.68826,19.41938,14,Myxinidae,Eptatretus hexatrema,1,Reef,Barrens,2015,Autumn_2015
DYER,8,8,-34.68826,19.41938,14,Ariidae,Galeichthys ater,1,Reef,Barrens,2015,Autumn_2015
DYER,8,8,-34.68826,19.41938,14,ÊTriakidae,Galeorhinus galeus,1,Reef,Barrens,2015,Autumn_2015
DYER,8,8,-34.68826,19.41938,14,Scyliorhinidae,Haploblepharus pictus,2,Reef,Barrens,2015,Autumn_2015
DYER,8,8,-34.68826,19.41938,14,Sparidae,Lithognathus lithognathus,1,Reef,Barrens,2015,Autumn_2015
DYER,8,8,-34.68826,19.41938,14,Triakidae,Mustelus mustelus,1,Reef,Barrens,2015,Autumn_2015
DYER,8,8,-34.68826,19.41938,14,Sparidae,Pachymetopon blochii,1,Reef,Barrens,2015,Autumn_2015
DYER,8,8,-34.68826,19.41938,14,Scyliorhinidae,Poroderma africanum,2,Reef,Barrens,2015,Autumn_2015
DYER,8,8,-34.68826,19.41938,14,Scyliorhinidae,Poroderma pantherinum,1,Reef,Barrens,2015,Autumn_2015
DYER,8,8,-34.68826,19.41938,14,Sparidae,Spondyliosoma emarginatum,11,Reef,Barrens,2015,Autumn_2015
DYER,9,9,-34.68535,19.41959,9,Cheilodactylidae,Cheilodactylus fasciatus,3,Kelp,Kelp,2015,Autumn_2015
DYER,9,9,-34.68535,19.41959,9,Cheilodactylidae,Chirodactylus brachydactylus,2,Kelp,Kelp,2015,Autumn_2015
DYER,9,9,-34.68535,19.41959,9,Sparidae,Chrysoblephus gibbiceps,1,Kelp,Kelp,2015,Autumn_2015
DYER,9,9,-34.68535,19.41959,9,Clinidae,Clinus superciliosus,2,Kelp,Kelp,2015,Autumn_2015
DYER,9,9,-34.68535,19.41959,9,Myxinidae,Eptatretus hexatrema,2,Kelp,Kelp,2015,Autumn_2015
DYER,9,9,-34.68535,19.41959,9,Ariidae,Galeichthys ater,4,Kelp,Kelp,2015,Autumn_2015
DYER,9,9,-34.68535,19.41959,9,Sparidae,Gymnocrotaphus curvidens,2,Kelp,Kelp,2015,Autumn_2015
DYER,9,9,-34.68535,19.41959,9,Scyliorhinidae,Haploblepharus edwardsii,1,Kelp,Kelp,2015,Autumn_2015
DYER,9,9,-34.68535,19.41959,9,Scyliorhinidae,Haploblepharus pictus,2,Kelp,Kelp,2015,Autumn_2015
DYER,9,9,-34.68535,19.41959,9,Sparidae,Pachymetopon blochii,14,Kelp,Kelp,2015,Autumn_2015
DYER,10,10,-34.6818,19.4254,9,Cheilodactylidae,Chirodactylus brachydactylus,1,Kelp,Kelp,2015,Autumn_2015
DYER,10,10,-34.6818,19.4254,9,Clinidae,Clinus superciliosus,1,Kelp,Kelp,2015,Autumn_2015
DYER,10,10,-34.6818,19.4254,9,Myxinidae,Eptatretus hexatrema,2,Kelp,Kelp,2015,Autumn_2015
DYER,10,10,-34.6818,19.4254,9,Gobiidae,Gobiidae sp,1,Kelp,Kelp,2015,Autumn_2015
DYER,10,10,-34.6818,19.4254,9,Scyliorhinidae,Haploblepharus pictus,2,Kelp,Kelp,2015,Autumn_2015
DYER,10,10,-34.6818,19.4254,9,Sparidae,Pachymetopon blochii,1,Kelp,Kelp,2015,Autumn_2015
DYER,10,10,-34.6818,19.4254,9,Sparidae,Spondyliosoma emarginatum,11,Kelp,Kelp,2015,Autumn_2015
DYER,11,11,-34.67957,19.42957,12,Clinidae,Clinus superciliosus,1,Kelp,Kelp,2015,Autumn_2015
DYER,11,11,-34.67957,19.42957,12,Sparidae,Diplodus sargus,1,Kelp,Kelp,2015,Autumn_2015
DYER,11,11,-34.67957,19.42957,12,Myxinidae,Eptatretus hexatrema,2,Kelp,Kelp,2015,Autumn_2015
DYER,11,11,-34.67957,19.42957,12,Ariidae,Galeichthys ater,1,Kelp,Kelp,2015,Autumn_2015
DYER,11,11,-34.67957,19.42957,12,Scyliorhinidae,Haploblepharus edwardsii,2,Kelp,Kelp,2015,Autumn_2015
DYER,11,11,-34.67957,19.42957,12,Scyliorhinidae,Haploblepharus pictus,2,Kelp,Kelp,2015,Autumn_2015
DYER,11,11,-34.67957,19.42957,12,Sparidae,Pachymetopon blochii,2,Kelp,Kelp,2015,Autumn_2015
DYER,11,11,-34.67957,19.42957,12,Scyliorhinidae,Poroderma africanum,1,Kelp,Kelp,2015,Autumn_2015
DYER,11,11,-34.67957,19.42957,12,Scyliorhinidae,Poroderma pantherinum,3,Kelp,Kelp,2015,Autumn_2015
DYER,11,11,-34.67957,19.42957,12,Sparidae,Spondyliosoma emarginatum,8,Kelp,Kelp,2015,Autumn_2015
DYER,12,12,-34.67247,19.43471,8,Clinidae,Clinus superciliosus,3,Kelp,Kelp,2015,Autumn_2015
DYER,12,12,-34.67247,19.43471,8,Myxinidae,Eptatretus hexatrema,3,Kelp,Kelp,2015,Autumn_2015
DYER,12,12,-34.67247,19.43471,8,Gobiidae,Gobiidae sp,1,Kelp,Kelp,2015,Autumn_2015
DYER,12,12,-34.67247,19.43471,8,Scyliorhinidae,Haploblepharus edwardsii,1,Kelp,Kelp,2015,Autumn_2015
DYER,12,12,-34.67247,19.43471,8,Sparidae,Pachymetopon blochii,1,Kelp,Kelp,2015,Autumn_2015
DYER,12,12,-34.67247,19.43471,8,Scyliorhinidae,Poroderma africanum,1,Kelp,Kelp,2015,Autumn_2015
DYER,12,12,-34.67247,19.43471,8,Sparidae,Spondyliosoma emarginatum,2,Kelp,Kelp,2015,Autumn_2015
DYER,13,13,-34.67565,19.42974,11,Clinidae,Clinus superciliosus,3,Kelp,Kelp,2015,Autumn_2015
DYER,13,13,-34.67565,19.42974,11,Myxinidae,Eptatretus hexatrema,2,Kelp,Kelp,2015,Autumn_2015
DYER,13,13,-34.67565,19.42974,11,Scyliorhinidae,Haploblepharus edwardsii,2,Kelp,Kelp,2015,Autumn_2015
DYER,13,13,-34.67565,19.42974,11,Sparidae,Lithognathus lithognathus,4,Kelp,Kelp,2015,Autumn_2015
DYER,13,13,-34.67565,19.42974,11,Sparidae,Pachymetopon blochii,1,Kelp,Kelp,2015,Autumn_2015
DYER,13,13,-34.67565,19.42974,11,Scyliorhinidae,Poroderma africanum,1,Kelp,Kelp,2015,Autumn_2015
DYER,13,13,-34.67565,19.42974,11,Scyliorhinidae,Poroderma pantherinum,1,Kelp,Kelp,2015,Autumn_2015
DYER,13,13,-34.67565,19.42974,11,Sparidae,Spondyliosoma emarginatum,11,Kelp,Kelp,2015,Autumn_2015
DYER,14,14,-34.67625,19.44572,10,Cheilodactylidae,Cheilodactylus fasciatus,3,Reef,Barrens,2015,Autumn_2015
DYER,14,14,-34.67625,19.44572,10,Clinidae,Clinus superciliosus,1,Reef,Barrens,2015,Autumn_2015
DYER,14,14,-34.67625,19.44572,10,Ariidae,Galeichthys ater,1,Reef,Barrens,2015,Autumn_2015
DYER,14,14,-34.67625,19.44572,10,ÊTriakidae,Galeorhinus galeus,1,Reef,Barrens,2015,Autumn_2015
DYER,14,14,-34.67625,19.44572,10,Scyliorhinidae,Haploblepharus edwardsii,5,Reef,Barrens,2015,Autumn_2015
DYER,14,14,-34.67625,19.44572,10,Sparidae,Pachymetopon blochii,1,Reef,Barrens,2015,Autumn_2015
DYER,14,14,-34.67625,19.44572,10,Scyliorhinidae,Poroderma africanum,1,Reef,Barrens,2015,Autumn_2015
DYER,14,14,-34.67625,19.44572,10,Scyliorhinidae,Poroderma pantherinum,3,Reef,Barrens,2015,Autumn_2015
DYER,14,14,-34.67625,19.44572,10,Sparidae,Spondyliosoma emarginatum,6,Reef,Barrens,2015,Autumn_2015
DYER,15,15,-34.67841,19.42428,9,Clinidae,Clinus superciliosus,7,Reef,Barrens,2015,Autumn_2015
DYER,15,15,-34.67841,19.42428,9,Sparidae,Pachymetopon blochii,1,Reef,Barrens,2015,Autumn_2015
DYER,15,15,-34.67841,19.42428,9,Sparidae,Spondyliosoma emarginatum,1,Reef,Barrens,2015,Autumn_2015
DYER,16,16,-34.67059,19.42266,11,Myxinidae,Eptatretus hexatrema,1,Reef,Barrens,2015,Autumn_2015
DYER,16,16,-34.67059,19.42266,11,Ariidae,Galeichthys ater,1,Reef,Barrens,2015,Autumn_2015
DYER,16,16,-34.67059,19.42266,11,Scyliorhinidae,Haploblepharus edwardsii,3,Reef,Barrens,2015,Autumn_2015
DYER,16,16,-34.67059,19.42266,11,Sparidae,Pachymetopon blochii,6,Reef,Barrens,2015,Autumn_2015
DYER,16,16,-34.67059,19.42266,11,Scyliorhinidae,Poroderma africanum,1,Reef,Barrens,2015,Autumn_2015
DYER,16,16,-34.67059,19.42266,11,Scyliorhinidae,Poroderma pantherinum,2,Reef,Barrens,2015,Autumn_2015
DYER,16,16,-34.67059,19.42266,11,Sparidae,Rhabdosargus globiceps,1,Reef,Barrens,2015,Autumn_2015
DYER,16,16,-34.67059,19.42266,11,Sparidae,Spondyliosoma emarginatum,5,Reef,Barrens,2015,Autumn_2015
DYER,17,17,-34.66531,19.43738,9,Myxinidae,Eptatretus hexatrema,1,Reef,Barrens,2015,Autumn_2015
DYER,17,17,-34.66531,19.43738,9,Ariidae,Galeichthys ater,1,Reef,Barrens,2015,Autumn_2015
DYER,17,17,-34.66531,19.43738,9,Ariidae,Galeichthys feliceps,1,Reef,Barrens,2015,Autumn_2015
DYER,17,17,-34.66531,19.43738,9,Scyliorhinidae,Haploblepharus edwardsii,1,Reef,Barrens,2015,Autumn_2015
DYER,17,17,-34.66531,19.43738,9,Triakidae,Mustelus mustelus,2,Reef,Barrens,2015,Autumn_2015
DYER,17,17,-34.66531,19.43738,9,Scyliorhinidae,Poroderma africanum,1,Reef,Barrens,2015,Autumn_2015
DYER,17,17,-34.66531,19.43738,9,Scyliorhinidae,Poroderma pantherinum,1,Reef,Barrens,2015,Autumn_2015
DYER,17,17,-34.66531,19.43738,9,Rajidae,Raja straeleni,1,Reef,Barrens,2015,Autumn_2015
DYER,17,17,-34.66531,19.43738,9,Sparidae,Spondyliosoma emarginatum,10,Reef,Barrens,2015,Autumn_2015
TMNP,18,140,,,3,Sparidae,Chrysoblephus laticeps,2,Kelp,,2012,Spring_summer_2012
TMNP,18,140,,,3,Clinidae,Clinus superciliosus,1,Kelp,,2012,Spring_summer_2012
TMNP,18,140,,,3,Sparidae,Pachymetopon blochii,3,Kelp,,2012,Spring_summer_2012
TMNP,19,141,,,4,Sparidae,Chrysoblephus laticeps,3,Kelp,,2012,Spring_summer_2012
TMNP,19,141,,,4,Clinidae,Clinus superciliosus,1,Kelp,,2012,Spring_summer_2012
TMNP,19,141,,,4,Ariidae,Galeichthys feliceps,1,Kelp,,2012,Spring_summer_2012
TMNP,19,141,,,4,Scyliorhinidae,Haploblepharus edwardsii,2,Kelp,,2012,Spring_summer_2012
TMNP,19,141,,,4,Sparidae,Pachymetopon blochii,3,Kelp,,2012,Spring_summer_2012
TMNP,20,111,,,5,Sparidae,Chrysoblephus laticeps,2,Kelp,,2012,Spring_summer_2012
TMNP,20,111,,,5,Clinidae,Clinus superciliosus,1,Kelp,,2012,Spring_summer_2012
TMNP,20,111,,,5,Myxinidae,Eptatretus hexatrema,2,Kelp,,2012,Spring_summer_2012
TMNP,20,111,,,5,Scyliorhinidae,Haploblepharus pictus,3,Kelp,,2012,Spring_summer_2012
TMNP,20,111,,,5,Sparidae,Pachymetopon blochii,4,Kelp,,2012,Spring_summer_2012
TMNP,20,111,,,5,Scyliorhinidae,Poroderma africanum,1,Kelp,,2012,Spring_summer_2012
TMNP,21,130,,,5,Sparidae,Chrysoblephus laticeps,3,Reef,,2012,Spring_summer_2012
TMNP,21,130,,,5,Dasyatidae,Dasyatis brevicaudata,1,Reef,,2012,Spring_summer_2012
TMNP,21,130,,,5,Sparidae,Diplodus capensis,3,Reef,,2012,Spring_summer_2012
TMNP,21,130,,,5,Scyliorhinidae,Haploblepharus pictus,2,Reef,,2012,Spring_summer_2012
TMNP,21,130,,,5,Sparidae,Pachymetopon blochii,8,Reef,,2012,Spring_summer_2012
TMNP,21,130,,,5,Pomatomidae,Pomatomus saltatrix,1,Reef,,2012,Spring_summer_2012
TMNP,21,130,,,5,Sparidae,Rhabdosargus globiceps,5,Reef,,2012,Spring_summer_2012
TMNP,22,131,,,5,Sciaenidae,Argyrosomus japonicus,2,Reef,,2012,Spring_summer_2012
TMNP,22,131,,,5,Sparidae,Chrysoblephus laticeps,3,Reef,,2012,Spring_summer_2012
TMNP,22,131,,,5,Dasyatidae,Dasyatis brevicaudata,1,Reef,,2012,Spring_summer_2012
TMNP,22,131,,,5,Sparidae,Diplodus capensis,1,Reef,,2012,Spring_summer_2012
TMNP,22,131,,,5,Sparidae,Pachymetopon blochii,3,Reef,,2012,Spring_summer_2012
TMNP,22,131,,,5,Sparidae,Rhabdosargus globiceps,2,Reef,,2012,Spring_summer_2012
TMNP,23,135,,,5,Sparidae,Chrysoblephus laticeps,2,Kelp,,2012,Spring_summer_2012
TMNP,23,135,,,5,Clinidae,Clinus superciliosus,3,Kelp,,2012,Spring_summer_2012
TMNP,23,135,,,5,Sparidae,Diplodus capensis,1,Kelp,,2012,Spring_summer_2012
TMNP,23,135,,,5,Scyliorhinidae,Haploblepharus pictus,1,Kelp,,2012,Spring_summer_2012
TMNP,23,135,,,5,Sparidae,Pachymetopon blochii,1,Kelp,,2012,Spring_summer_2012
TMNP,24,136,,,5,Clinidae,Clinus superciliosus,1,Kelp,,2012,Spring_summer_2012
TMNP,24,136,,,5,Ariidae,Galeichthys feliceps,1,Kelp,,2012,Spring_summer_2012
TMNP,24,136,,,5,Scyliorhinidae,Haploblepharus edwardsii,2,Kelp,,2012,Spring_summer_2012
TMNP,24,136,,,5,Scyliorhinidae,Haploblepharus pictus,2,Kelp,,2012,Spring_summer_2012
TMNP,25,137,,,5,Tetraodontinae,Amblyrhynchotes honckenii,1,Kelp,,2012,Spring_summer_2012
TMNP,25,137,,,5,Scyliorhinidae,Haploblepharus edwardsii,1,Kelp,,2012,Spring_summer_2012
TMNP,25,137,,,5,Sparidae,Pachymetopon blochii,1,Kelp,,2012,Spring_summer_2012
TMNP,26,108,,,6,Cheilodactylidae,Cheilodactylus fasciatus,1,Reef,,2012,Spring_summer_2012
TMNP,26,108,,,6,Cheilodactylidae,Chirodactylus brachydactylus,1,Reef,,2012,Spring_summer_2012
TMNP,26,108,,,6,Sparidae,Chrysoblephus laticeps,2,Reef,,2012,Spring_summer_2012
TMNP,26,108,,,6,Clinidae,Clinus superciliosus,1,Reef,,2012,Spring_summer_2012
TMNP,26,108,,,6,Sparidae,Diplodus capensis,5,Reef,,2012,Spring_summer_2012
TMNP,26,108,,,6,Myxinidae,Eptatretus hexatrema,1,Reef,,2012,Spring_summer_2012
TMNP,26,108,,,6,Ariidae,Galeichthys feliceps,2,Reef,,2012,Spring_summer_2012
TMNP,26,108,,,6,Scyliorhinidae,Haploblepharus edwardsii,2,Reef,,2012,Spring_summer_2012
TMNP,26,108,,,6,Scyliorhinidae,Haploblepharus pictus,3,Reef,,2012,Spring_summer_2012
TMNP,26,108,,,6,Sparidae,Pachymetopon blochii,4,Reef,,2012,Spring_summer_2012
TMNP,26,108,,,6,Sparidae,Petrus rupestris,2,Reef,,2012,Spring_summer_2012
TMNP,26,108,,,6,Scyliorhinidae,Poroderma africanum,4,Reef,,2012,Spring_summer_2012
TMNP,26,108,,,6,Scyliorhinidae,Poroderma pantherinum,2,Reef,,2012,Spring_summer_2012
TMNP,27,112,,,6,Cheilodactylidae,Chirodactylus brachydactylus,2,Kelp,,2012,Spring_summer_2012
TMNP,27,112,,,6,Clinidae,Clinus superciliosus,1,Kelp,,2012,Spring_summer_2012
TMNP,27,112,,,6,Scyliorhinidae,Haploblepharus edwardsii,3,Kelp,,2012,Spring_summer_2012
TMNP,27,112,,,6,Scyliorhinidae,Haploblepharus pictus,2,Kelp,,2012,Spring_summer_2012
TMNP,27,112,,,6,Sparidae,Pachymetopon aeneum,1,Kelp,,2012,Spring_summer_2012
TMNP,27,112,,,6,Sparidae,Pachymetopon blochii,6,Kelp,,2012,Spring_summer_2012
TMNP,28,142,,,6,Cheilodactylidae,Cheilodactylus fasciatus,1,Reef,,2012,Spring_summer_2012
TMNP,28,142,,,6,Cheilodactylidae,Chirodactylus brachydactylus,2,Reef,,2012,Spring_summer_2012
TMNP,28,142,,,6,Sparidae,Chrysoblephus laticeps,2,Reef,,2012,Spring_summer_2012
TMNP,28,142,,,6,Clinidae,Clinus superciliosus,1,Reef,,2012,Spring_summer_2012
TMNP,28,142,,,6,Ariidae,Galeichthys feliceps,1,Reef,,2012,Spring_summer_2012
TMNP,28,142,,,6,Scyliorhinidae,Haploblepharus edwardsii,2,Reef,,2012,Spring_summer_2012
TMNP,28,142,,,6,Scyliorhinidae,Haploblepharus pictus,1,Reef,,2012,Spring_summer_2012
TMNP,28,142,,,6,Sparidae,Pachymetopon blochii,3,Reef,,2012,Spring_summer_2012
TMNP,28,142,,,6,Scyliorhinidae,Poroderma pantherinum,1,Reef,,2012,Spring_summer_2012
TMNP,28,142,,,6,Sparidae,Rhabdosargus globiceps,5,Reef,,2012,Spring_summer_2012
TMNP,28,142,,,6,Sparidae,Spondyliosoma emarginatum,30,Reef,,2012,Spring_summer_2012
TMNP,29,113,,,7,Sparidae,Boopsoidea inornata,12,Reef,,2012,Spring_summer_2012
TMNP,29,113,,,7,Cheilodactylidae,Cheilodactylus fasciatus,1,Reef,,2012,Spring_summer_2012
TMNP,29,113,,,7,Cheilodactylidae,Chirodactylus brachydactylus,2,Reef,,2012,Spring_summer_2012
TMNP,29,113,,,7,Sparidae,Chrysoblephus laticeps,2,Reef,,2012,Spring_summer_2012
TMNP,29,113,,,7,Clinidae,Clinus superciliosus,1,Reef,,2012,Spring_summer_2012
TMNP,29,113,,,7,Sparidae,Diplodus capensis,2,Reef,,2012,Spring_summer_2012
TMNP,29,113,,,7,Myxinidae,Eptatretus hexatrema,1,Reef,,2012,Spring_summer_2012
TMNP,29,113,,,7,Ariidae,Galeichthys feliceps,1,Reef,,2012,Spring_summer_2012
TMNP,29,113,,,7,Sparidae,Gymnocrotaphus curvidens,1,Reef,,2012,Spring_summer_2012
